dialog_act,utterance
reqalts,how about mediterranean food
null,sil
inform,italian
inform,singaporean food
reqalts,okay how about modern european food
null,noise
request,post code
inform,i want spanish food
thankyou,thank you good bye
null,knocking
thankyou,thank you good bye
thankyou,thank you good bye
reqalts,how about portuguese
request,can i have an address and phone number
request,phone number
inform,im looking for a moderately priced restaurant
null,noise
affirm,yes
inform,halo food
inform,south
inform,uh gastropub
affirm,yes mexican food
inform,british food in north part of town
request,post code
request,whats the post code
request,what is the post code
request,what is the address
inform,im looking for a restaurant in the east part of town serving chinese food
request,what is the post code
inform,gastropub
request,what is their phone number
inform,im looking for an expensive restaurant in the south part of town
request,phone number
bye,good bye
null,noise
inform,italian food
request,the phone number
affirm,yes
thankyou,thank you
null,suggestion
inform,danish food
null,sil
thankyou,thank you good bye
request,phone number
inform,moderately priced
thankyou,thank you good bye
null,sil
request,phone number
request,address
inform,indonesian food
affirm,yes
inform,any price range
inform,any part of town
inform,im looking for a moderately priced restaurant in the east part of town
inform,indian food
request,what is the address
inform,vietnamese vietnamese food
negate,no
inform,im looking for russian food in the center of town
null,system
inform,spanish
inform,north american
inform,im looking for a restaurant in any area of town that serves belgium food
reqalts,is there anything else
inform,thai food
inform,italian food
inform,looking for a moderately priced restaurant that serves unusual food
inform,im looking for expensive restaurants in the east part of town
inform,i need a restaurant that serves thai food
bye,you good bye
request,phone number
request,what is the post code
null,unintelligible
request,uh can i get the post code and phone number
inform,welsh food
inform,any
inform,id like a restaurant in the south part of town
request,what is the phone number
affirm,yes
thankyou,thank you good bye
thankyou,thank you good bye
request,what is the address
inform,indian food
inform,african
inform,spanish food
inform,moderately priced restaurant in the south part of town
inform,asian
request,type of food
reqalts,is there anything else
inform,south part of town
request,price range
request,address
request,noise phone number
affirm,yes
request,may i have the phone number
request,phone number
inform,moderately priced
inform,vietnamese food
request,phone number
inform,i dont care
request,what is the addre
request,whats the address
request,phone number
inform,a cheap restaurant in the south part of town
thankyou,thank you good bye
reqalts,is there anything else
thankyou,thank you
thankyou,thank you good bye
inform,noise i want to find a restaurant that ser
thankyou,thank you good bye
confirm,is it european
null,unintelligible
bye,good bye
inform,italian
reqalts,anything else
inform,thai food
request,whats the address
request,phone number
null,expen
inform,any price range
inform,caribbean foo
inform,i want to find an expensive restaurant
affirm,yes
thankyou,thank you good bye
affirm,yes
inform,unintelligible restaurant in the south part of town
inform,moderately priced restaurant
inform,cheap
request,address
null,okay
null,noise
null,okay how about
inform,cheap restaurant serving scandinavian food
inform,australian food
thankyou,thank you good bye
null,noise
negate,no singaporean
request,address
inform,scandinavian food
affirm,thats correct
confirm,is it in the north part of town
affirm,yes
request,whats the phone number
affirm,yes
inform,mediterranean
request,what is the address
inform,a restaurant
inform,moderately priced moderately priced
affirm,yes
inform,looking for a singaporean restaurant in the center
request,post code
inform,i want a restaurant serving
request,phone number
request,may i get the price range
inform,any
thankyou,thank you good bye
request,price range
affirm,yes
request,post code
thankyou,thank you good bye
inform,im looking for french food
request,and the post code
thankyou,thank you goodbye
request,what is the phone number
affirm,yes
request,whats the phone number
inform,im looking for an expensive restaurant
inform,it doesnt matter
thankyou,thank you good bye
thankyou,thank you goodbye
null,noise
request,could i have the address please
inform,moderately priced restaurant south part of town
thankyou,thank you good bye
inform,moderate
null,range that serves cana
affirm,yes
inform,i want an expensive afghan restaurant
reqalts,anything else
affirm,yes
inform,i dont care
inform,i dont care
reqalts,is there anything else
request,can i have the address of the last one
reqalts,is there anything else
inform,indian
request,phone number
inform,moderately priced
null,can i get the
request,phone number
hello,hi need an
