dialog_act,utterance
reqalts,how about a castro pub
affirm,uh yes an expensive restaurant
inform,european now
request,does it what kind of food does it serve
inform,cheap jamaican
negate,no danish
affirm,uh yes im looking for a belgian restaurant in new york city
inform,i need a cheap restaurant that serves indonesian food
request,how much is the food
reqalts,do you have another option anything else
reqalts,how about asian food
request,what kind of food do they serve
inform,is modern european food any good
request,may i have the phone number to the turkiesh
inform,city centre
inform,im looking for a place that serves mexican food
inform,i need to find a restaurant in the west part of town
inform,i need a restaurant serving crossover food in the west part of town
repeat,can you repeat that
request,serves what
request,can i have the address phone number and the type of food
bye,thank you so much good bye
null,looking for a
inform,south part of town please
thankyou,unintelligible thank you goodbye
bye,goodbye
request,what is the phone number please
inform,im looking for a vietnamese restaurant
inform,i wanted an expensive restaurant
inform,expensive restaurant serving caribbean food
ack,okay and what about the address
request,whats the address and the phone number
reqalts,just give me one more
reqalts,how about north american food
null,what about
inform,okay ah how bout portuguese
null,can i get a
inform,uh korean food
inform,im looking for a restaurant in the south part of town that serves christmas food
inform,restaurant with corsica food
inform,do you have modern european food
reqalts,are there any other cheap restaurants in the west part of town
null,i need cant
request,okay may i have the address
reqalts,what about in the west area
inform,id like a cheap restaurant in the south part of town
inform,west part of town cheap
inform,im looking for a restaurant in the west part of town that serves caribbean
inform,central inaudible
inform,i would like to find a cheap restaurant in the south part of town
inform,im looking for an expensive restauran
inform,im looking for moderately priced restaurant in the south part of town
