dialog_act,utterance
reqalts,is there anything else
thankyou,thank you good bye
thankyou,thank you good bye
request,and what type of food do they serve
inform,im looking for an moderately restaurant and it should be in the south part of town
reqalts,anything else
request,can i get the address and phone number
inform,im looking for belgian food in the south part of town
inform,any
request,what kind of food
request,whats the phone number
inform,expensive african food
inform,moderately priced restaurant
reqalts,how about british food
inform,scandinavian
null,unintelligible
inform,im looking for eritrean food
request,can i have the price range
request,price range
inform,moderately priced in the west part of town
thankyou,thank you good bye
reqalts,how about korean food
inform,any type of food
inform,uh i need one in the cheap price range
inform,im searching for turkish food
inform,noise im looking for a restaurant that serves scottish food
request,can i have the address
inform,im looking for
bye,goodbye
request,whats the address
request,address
inform,dont care
inform,gastropub
inform,i dont know
reqalts,is there anything else
null,noise
inform,european food
affirm,yes
inform,can you do anything else beside repeat yourself
inform,steak
inform,sea food
request,can i have the address
request,address
thankyou,thank you good bye
request,whats the phone number
inform,would like expensive
inform,moderately priced restaurant
inform,i want a restaurant in the west part of town that serves jamaican
inform,i dont care
request,what is the address
inform,i dont care
request,whats the post code
thankyou,thank you good bye
reqalts,how about a restaurant in the north part of town that sells french food
affirm,yes
request,can i have the phone number
inform,greek
inform,a cheap restaurant
request,what prices
inform,cheap
inform,i dont care
request,what is the address and post code
request,whats the address
request,phone number
reqalts,anything else
reqalts,how about vietnamese food
inform,thai food
null,adress
request,okay and uh the phone number
inform,im looking for a restaurant in the east part of town thats expensive
inform,im looking for world food
reqalts,how about asian oriental
inform,spanish
inform,i dont care
inform,modereate
inform,chinese food
inform,south noise
request,post code
thankyou,thank you good bye
inform,creative
affirm,yes
request,whats the address
inform,i need a restaurant that
request,whats the phone number
thankyou,thank you good bye
inform,i want to find a expensive restaurant in the south part of town
inform,dont care
inform,korean
request,whats phone number
inform,i want a modern european
thankyou,thank you good bye
inform,i dont care
affirm,yes
inform,anything
request,what is the address and phone number
inform,i want a restaurant that serves british food in the center
inform,dont care
inform,i want a moderately priced restaurant in the north part of town
inform,north
request,phone number
negate,no
request,address
null,unintelligible
thankyou,thank you good bye
reqalts,what about vietnamese food
request,what is the type of food
inform,can i have a restaurant in the center with spanish food
request,what food is available
request,what is the address
thankyou,thank you goodbye
thankyou,thank you goodbye
thankyou,thank you
thankyou,thank you good bye
reqalts,are there any others
inform,city center
inform,south
request,what is the phone number
inform,russian
request,type of food
inform,expensive restaurants
request,address
inform,i want to find a moderately priced restaurant that serves vietnamese food
reqalts,anything else
thankyou,thank you good bye
inform,kosher food
reqalts,anything else
request,what is the phone number and address
inform,vietnamese
affirm,yes
inform,moderate
negate,no thank you good bye
reqalts,is there anything else
thankyou,thank you goodbye
inform,indian
inform,moderate restaurant north part of town
negate,no
reqalts,what about indian food
request,phone number
inform,i dont care
negate,no
inform,any
inform,any
inform,food
negate,no lebanese food
inform,any type
reqalts,um how about chinese food
inform,food an
inform,i dont care
request,and whats the phone number
request,what type of food do they serve
null,now
request,okay good whats the address for that one
request,what type of food does the venue serve
thankyou,thank you good bye
hello,hi im looking for a restaurant that servers
request,whats the address
thankyou,thank you good bye
thankyou,thank you good bye
inform,expensive
inform,noise are there any venues that serve indian type food
inform,any
inform,it doesnt matter
inform,any
reqalts,what about gastropub
request,phone number
inform,any
null,unintelligible
reqalts,is there anything else
request,good i have the address of that
inform,i dont care
inform,vegetarian food
request,address
inform,serving catalan food
inform,im looking for an expensive restaurant that serves french food
request,what part of town is chiquito mexican restaurant in
inform,im looking for a moderately priced restaurant in the south
reqalts,is there anything else
inform,i dont care
thankyou,thank you good bye
thankyou,thank you good bye
reqalts,what is available
inform,russian food
inform,im looking for a restaurant in the north part of town that serves euro
thankyou,thank you good bye
deny,wrong
inform,malyasian
thankyou,thank you good bye
inform,can i have french food in the center
inform,um doesnt matter
inform,id like a restaurant in the south part of town
